"year","month","year_month","day","cardinal_direction","speed_bin","count_speed_bin","count_total","cumulative_percent"
"2010","1","2010-January","16","E",2,"3","6","50.000"
"2010","1","2010-January","16","E",3,"3","6","100.000"
"2010","1","2010-January","16","N",1,"3","106","2.830"
"2010","1","2010-January","16","N",2,"36","106","36.792"
"2010","1","2010-January","16","N",3,"38","106","72.642"
"2010","1","2010-January","16","N",4,"12","106","83.962"
"2010","1","2010-January","16","N",5,"14","106","97.170"
"2010","1","2010-January","16","N",6,"3","106","100.000"
"2010","1","2010-January","16","NE",1,"1","48","2.083"
"2010","1","2010-January","16","NE",2,"8","48","18.750"
"2010","1","2010-January","16","NE",3,"14","48","47.917"
"2010","1","2010-January","16","NE",4,"9","48","66.667"
"2010","1","2010-January","16","NE",5,"14","48","95.833"
"2010","1","2010-January","16","NE",6,"2","48","100.000"
"2010","1","2010-January","16","NW",1,"1","1","100.000"
"2010","1","2010-January","16","SE",1,"1","1","100.000"
"2010","1","2010-January","17","N",1,"9","222","4.054"
"2010","1","2010-January","17","N",2,"60","222","31.081"
"2010","1","2010-January","17","N",3,"94","222","73.423"
"2010","1","2010-January","17","N",4,"40","222","91.441"
"2010","1","2010-January","17","N",5,"18","222","99.550"
"2010","1","2010-January","17","N",6,"1","222","100.000"
"2010","1","2010-January","17","NE",1,"3","62","4.839"
"2010","1","2010-January","17","NE",2,"22","62","40.323"
"2010","1","2010-January","17","NE",3,"22","62","75.806"
"2010","1","2010-January","17","NE",4,"12","62","95.161"
"2010","1","2010-January","17","NE",5,"3","62","100.000"
"2010","1","2010-January","17","NW",1,"2","4","50.000"
"2010","1","2010-January","17","NW",2,"2","4","100.000"
"2010","1","2010-January","18","E",1,"8","18","44.444"
"2010","1","2010-January","18","E",2,"5","18","72.222"
"2010","1","2010-January","18","E",3,"3","18","88.889"
"2010","1","2010-January","18","E",4,"2","18","100.000"
"2010","1","2010-January","18","N",1,"30","109","27.523"
"2010","1","2010-January","18","N",2,"54","109","77.064"
"2010","1","2010-January","18","N",3,"25","109","100.000"
"2010","1","2010-January","18","NE",1,"15","31","48.387"
"2010","1","2010-January","18","NE",2,"11","31","83.871"
"2010","1","2010-January","18","NE",3,"5","31","100.000"
"2010","1","2010-January","18","NW",1,"35","42","83.333"
"2010","1","2010-January","18","NW",2,"6","42","97.619"
"2010","1","2010-January","18","NW",3,"1","42","100.000"
"2010","1","2010-January","18","S",1,"7","15","46.667"
"2010","1","2010-January","18","S",2,"3","15","66.667"
"2010","1","2010-January","18","S",3,"3","15","86.667"
"2010","1","2010-January","18","S",4,"1","15","93.333"
"2010","1","2010-January","18","S",5,"1","15","100.000"
"2010","1","2010-January","18","SE",1,"8","31","25.806"
"2010","1","2010-January","18","SE",2,"10","31","58.065"
"2010","1","2010-January","18","SE",3,"8","31","83.871"
"2010","1","2010-January","18","SE",4,"5","31","100.000"
"2010","1","2010-January","18","SW",1,"10","10","100.000"
"2010","1","2010-January","18","W",1,"18","18","100.000"
"2010","1","2010-January","19","E",1,"10","121","8.264"
"2010","1","2010-January","19","E",2,"17","121","22.314"
"2010","1","2010-January","19","E",3,"35","121","51.240"
"2010","1","2010-January","19","E",4,"27","121","73.554"
"2010","1","2010-January","19","E",5,"25","121","94.215"
"2010","1","2010-January","19","E",6,"6","121","99.174"
"2010","1","2010-January","19","E",7,"1","121","100.000"
"2010","1","2010-January","19","N",1,"19","19","100.000"
"2010","1","2010-January","19","NE",1,"13","20","65.000"
"2010","1","2010-January","19","NE",2,"4","20","85.000"
"2010","1","2010-January","19","NE",3,"2","20","95.000"
"2010","1","2010-January","19","NE",5,"1","20","100.000"
"2010","1","2010-January","19","NW",1,"15","21","71.429"
"2010","1","2010-January","19","NW",2,"6","21","100.000"
"2010","1","2010-January","19","S",1,"6","8","75.000"
"2010","1","2010-January","19","S",2,"2","8","100.000"
"2010","1","2010-January","19","SE",1,"9","85","10.588"
"2010","1","2010-January","19","SE",2,"30","85","45.882"
"2010","1","2010-January","19","SE",3,"20","85","69.412"
"2010","1","2010-January","19","SE",4,"2","85","71.765"
"2010","1","2010-January","19","SE",5,"16","85","90.588"
"2010","1","2010-January","19","SE",6,"7","85","98.824"
"2010","1","2010-January","19","SE",7,"1","85","100.000"
"2010","1","2010-January","19","SW",1,"2","2","100.000"
"2010","1","2010-January","19","W",1,"7","7","100.000"
"2010","1","2010-January","20","E",1,"12","63","19.048"
"2010","1","2010-January","20","E",2,"28","63","63.492"
"2010","1","2010-January","20","E",3,"18","63","92.063"
"2010","1","2010-January","20","E",4,"2","63","95.238"
"2010","1","2010-January","20","E",5,"3","63","100.000"
"2010","1","2010-January","20","N",1,"14","19","73.684"
"2010","1","2010-January","20","N",2,"4","19","94.737"
"2010","1","2010-January","20","N",3,"1","19","100.000"
"2010","1","2010-January","20","NE",1,"13","29","44.828"
"2010","1","2010-January","20","NE",2,"14","29","93.103"
"2010","1","2010-January","20","NE",3,"2","29","100.000"
"2010","1","2010-January","20","NW",1,"11","11","100.000"
"2010","1","2010-January","20","S",1,"4","5","80.000"
"2010","1","2010-January","20","S",2,"1","5","100.000"
"2010","1","2010-January","20","SE",1,"10","130","7.692"
"2010","1","2010-January","20","SE",2,"54","130","49.231"
"2010","1","2010-January","20","SE",3,"35","130","76.154"
"2010","1","2010-January","20","SE",4,"18","130","90.000"
"2010","1","2010-January","20","SE",5,"9","130","96.923"
"2010","1","2010-January","20","SE",6,"4","130","100.000"
"2010","1","2010-January","20","SW",1,"10","10","100.000"
"2010","1","2010-January","20","W",1,"6","6","100.000"
"2010","1","2010-January","21","E",1,"38","52","73.077"
"2010","1","2010-January","21","E",2,"13","52","98.077"
"2010","1","2010-January","21","E",3,"1","52","100.000"
"2010","1","2010-January","21","N",1,"12","34","35.294"
"2010","1","2010-January","21","N",2,"5","34","50.000"
"2010","1","2010-January","21","N",3,"8","34","73.529"
"2010","1","2010-January","21","N",4,"9","34","100.000"
"2010","1","2010-January","21","NE",1,"19","55","34.545"
"2010","1","2010-January","21","NE",2,"9","55","50.909"
"2010","1","2010-January","21","NE",3,"13","55","74.545"
"2010","1","2010-January","21","NE",4,"12","55","96.364"
"2010","1","2010-January","21","NE",5,"2","55","100.000"
"2010","1","2010-January","21","NW",1,"11","21","52.381"
"2010","1","2010-January","21","NW",2,"6","21","80.952"
"2010","1","2010-January","21","NW",3,"3","21","95.238"
"2010","1","2010-January","21","NW",4,"1","21","100.000"
"2010","1","2010-January","21","S",1,"11","14","78.571"
"2010","1","2010-January","21","S",2,"1","14","85.714"
"2010","1","2010-January","21","S",3,"2","14","100.000"
"2010","1","2010-January","21","SE",1,"23","67","34.328"
"2010","1","2010-January","21","SE",2,"27","67","74.627"
"2010","1","2010-January","21","SE",3,"17","67","100.000"
"2010","1","2010-January","21","SW",1,"15","21","71.429"
"2010","1","2010-January","21","SW",2,"2","21","80.952"
"2010","1","2010-January","21","SW",3,"4","21","100.000"
"2010","1","2010-January","21","W",1,"10","16","62.500"
"2010","1","2010-January","21","W",2,"2","16","75.000"
"2010","1","2010-January","21","W",3,"4","16","100.000"
"2010","1","2010-January","22","E",1,"11","75","14.667"
"2010","1","2010-January","22","E",2,"4","75","20.000"
"2010","1","2010-January","22","E",3,"27","75","56.000"
"2010","1","2010-January","22","E",4,"19","75","81.333"
"2010","1","2010-January","22","E",5,"13","75","98.667"
"2010","1","2010-January","22","E",6,"1","75","100.000"
"2010","1","2010-January","22","N",1,"19","57","33.333"
"2010","1","2010-January","22","N",2,"32","57","89.474"
"2010","1","2010-January","22","N",3,"6","57","100.000"
"2010","1","2010-January","22","NE",1,"12","39","30.769"
"2010","1","2010-January","22","NE",2,"15","39","69.231"
"2010","1","2010-January","22","NE",3,"6","39","84.615"
"2010","1","2010-January","22","NE",4,"6","39","100.000"
"2010","1","2010-January","22","NW",1,"16","25","64.000"
"2010","1","2010-January","22","NW",2,"9","25","100.000"
"2010","1","2010-January","22","S",1,"11","13","84.615"
"2010","1","2010-January","22","S",2,"2","13","100.000"
"2010","1","2010-January","22","SE",1,"20","55","36.364"
"2010","1","2010-January","22","SE",2,"20","55","72.727"
"2010","1","2010-January","22","SE",3,"4","55","80.000"
"2010","1","2010-January","22","SE",4,"7","55","92.727"
"2010","1","2010-January","22","SE",5,"3","55","98.182"
"2010","1","2010-January","22","SE",6,"1","55","100.000"
"2010","1","2010-January","22","SW",1,"2","2","100.000"
"2010","1","2010-January","22","W",1,"7","7","100.000"
"2010","1","2010-January","23","E",1,"19","31","61.290"
"2010","1","2010-January","23","E",2,"9","31","90.323"
"2010","1","2010-January","23","E",3,"3","31","100.000"
"2010","1","2010-January","23","N",1,"5","10","50.000"
"2010","1","2010-January","23","N",2,"4","10","90.000"
"2010","1","2010-January","23","N",3,"1","10","100.000"
"2010","1","2010-January","23","NE",1,"7","26","26.923"
"2010","1","2010-January","23","NE",2,"14","26","80.769"
"2010","1","2010-January","23","NE",3,"5","26","100.000"
"2010","1","2010-January","23","NW",1,"12","20","60.000"
"2010","1","2010-January","23","NW",2,"7","20","95.000"
"2010","1","2010-January","23","NW",3,"1","20","100.000"
"2010","1","2010-January","23","S",1,"22","23","95.652"
"2010","1","2010-January","23","S",2,"1","23","100.000"
"2010","1","2010-January","23","SE",1,"20","56","35.714"
"2010","1","2010-January","23","SE",2,"31","56","91.071"
"2010","1","2010-January","23","SE",3,"5","56","100.000"
"2010","1","2010-January","23","SW",1,"13","31","41.935"
"2010","1","2010-January","23","SW",2,"14","31","87.097"
"2010","1","2010-January","23","SW",3,"4","31","100.000"
"2010","1","2010-January","23","W",1,"30","61","49.180"
"2010","1","2010-January","23","W",2,"26","61","91.803"
"2010","1","2010-January","23","W",3,"5","61","100.000"
"2010","1","2010-January","24","E",1,"36","79","45.570"
"2010","1","2010-January","24","E",2,"20","79","70.886"
"2010","1","2010-January","24","E",3,"20","79","96.203"
"2010","1","2010-January","24","E",4,"3","79","100.000"
"2010","1","2010-January","24","N",1,"9","19","47.368"
"2010","1","2010-January","24","N",2,"7","19","84.211"
"2010","1","2010-January","24","N",3,"2","19","94.737"
"2010","1","2010-January","24","N",4,"1","19","100.000"
"2010","1","2010-January","24","NE",1,"16","32","50.000"
"2010","1","2010-January","24","NE",2,"6","32","68.750"
"2010","1","2010-January","24","NE",3,"8","32","93.750"
"2010","1","2010-January","24","NE",4,"2","32","100.000"
"2010","1","2010-January","24","NW",1,"21","25","84.000"
"2010","1","2010-January","24","NW",2,"4","25","100.000"
"2010","1","2010-January","24","S",1,"11","21","52.381"
"2010","1","2010-January","24","S",2,"8","21","90.476"
"2010","1","2010-January","24","S",3,"2","21","100.000"
"2010","1","2010-January","24","SE",1,"26","59","44.068"
"2010","1","2010-January","24","SE",2,"22","59","81.356"
"2010","1","2010-January","24","SE",3,"10","59","98.305"
"2010","1","2010-January","24","SE",4,"1","59","100.000"
"2010","1","2010-January","24","SW",1,"13","15","86.667"
"2010","1","2010-January","24","SW",2,"2","15","100.000"
"2010","1","2010-January","24","W",1,"13","13","100.000"
"2010","1","2010-January","25","E",2,"9","46","19.565"
"2010","1","2010-January","25","E",3,"24","46","71.739"
"2010","1","2010-January","25","E",4,"12","46","97.826"
"2010","1","2010-January","25","E",5,"1","46","100.000"
"2010","1","2010-January","25","N",1,"14","56","25.000"
"2010","1","2010-January","25","N",2,"26","56","71.429"
"2010","1","2010-January","25","N",3,"13","56","94.643"
"2010","1","2010-January","25","N",4,"3","56","100.000"
"2010","1","2010-January","25","NE",1,"6","37","16.216"
"2010","1","2010-January","25","NE",2,"11","37","45.946"
"2010","1","2010-January","25","NE",3,"14","37","83.784"
"2010","1","2010-January","25","NE",4,"4","37","94.595"
"2010","1","2010-January","25","NE",5,"2","37","100.000"
"2010","1","2010-January","25","NW",1,"33","56","58.929"
"2010","1","2010-January","25","NW",2,"23","56","100.000"
"2010","1","2010-January","25","S",1,"11","16","68.750"
"2010","1","2010-January","25","S",2,"4","16","93.750"
"2010","1","2010-January","25","S",3,"1","16","100.000"
"2010","1","2010-January","25","SE",1,"1","10","10.000"
"2010","1","2010-January","25","SE",2,"1","10","20.000"
"2010","1","2010-January","25","SE",3,"5","10","70.000"
"2010","1","2010-January","25","SE",4,"3","10","100.000"
"2010","1","2010-January","25","SW",1,"24","26","92.308"
"2010","1","2010-January","25","SW",2,"2","26","100.000"
"2010","1","2010-January","25","W",1,"31","36","86.111"
"2010","1","2010-January","25","W",2,"5","36","100.000"
"2010","1","2010-January","26","E",1,"3","3","100.000"
"2010","1","2010-January","26","N",1,"9","27","33.333"
"2010","1","2010-January","26","N",2,"10","27","70.370"
"2010","1","2010-January","26","N",3,"4","27","85.185"
"2010","1","2010-January","26","N",4,"1","27","88.889"
"2010","1","2010-January","26","N",5,"3","27","100.000"
"2010","1","2010-January","26","NE",1,"11","97","11.340"
"2010","1","2010-January","26","NE",2,"3","97","14.433"
"2010","1","2010-January","26","NE",3,"16","97","30.928"
"2010","1","2010-January","26","NE",4,"20","97","51.546"
"2010","1","2010-January","26","NE",5,"33","97","85.567"
"2010","1","2010-January","26","NE",6,"13","97","98.969"
"2010","1","2010-January","26","NE",7,"1","97","100.000"
"2010","1","2010-January","26","NW",1,"16","18","88.889"
"2010","1","2010-January","26","NW",2,"2","18","100.000"
"2010","1","2010-January","26","S",1,"11","11","100.000"
"2010","1","2010-January","26","SE",1,"7","7","100.000"
"2010","1","2010-January","26","SW",1,"17","17","100.000"
"2010","1","2010-January","26","W",1,"13","13","100.000"
"2010","3","2010-March","24","E",1,"4","9","44.444"
"2010","3","2010-March","24","E",2,"5","9","100.000"
"2010","3","2010-March","24","N",1,"2","14","14.286"
"2010","3","2010-March","24","N",2,"12","14","100.000"
"2010","3","2010-March","24","NE",1,"1","2","50.000"
"2010","3","2010-March","24","NE",2,"1","2","100.000"
"2010","3","2010-March","24","NW",1,"3","8","37.500"
"2010","3","2010-March","24","NW",2,"5","8","100.000"
"2010","3","2010-March","24","S",2,"6","13","46.154"
"2010","3","2010-March","24","S",3,"7","13","100.000"
"2010","3","2010-March","24","SE",2,"12","21","57.143"
"2010","3","2010-March","24","SE",3,"9","21","100.000"
"2010","3","2010-March","24","W",1,"1","1","100.000"
"2010","3","2010-March","25","E",1,"12","17","70.588"
"2010","3","2010-March","25","E",2,"5","17","100.000"
"2010","3","2010-March","25","N",1,"6","41","14.634"
"2010","3","2010-March","25","N",2,"19","41","60.976"
"2010","3","2010-March","25","N",3,"16","41","100.000"
"2010","3","2010-March","25","NE",1,"49","65","75.385"
"2010","3","2010-March","25","NE",2,"13","65","95.385"
"2010","3","2010-March","25","NE",3,"3","65","100.000"
"2010","3","2010-March","25","NW",1,"8","35","22.857"
"2010","3","2010-March","25","NW",2,"25","35","94.286"
"2010","3","2010-March","25","NW",3,"2","35","100.000"
"2010","3","2010-March","25","S",2,"8","38","21.053"
"2010","3","2010-March","25","S",3,"26","38","89.474"
"2010","3","2010-March","25","S",4,"4","38","100.000"
"2010","3","2010-March","25","SE",1,"7","32","21.875"
"2010","3","2010-March","25","SE",2,"10","32","53.125"
"2010","3","2010-March","25","SE",3,"12","32","90.625"
"2010","3","2010-March","25","SE",4,"3","32","100.000"
"2010","3","2010-March","25","SW",1,"3","23","13.043"
"2010","3","2010-March","25","SW",2,"8","23","47.826"
"2010","3","2010-March","25","SW",3,"11","23","95.652"
"2010","3","2010-March","25","SW",4,"1","23","100.000"
"2010","3","2010-March","25","W",1,"9","20","45.000"
"2010","3","2010-March","25","W",2,"10","20","95.000"
"2010","3","2010-March","25","W",3,"1","20","100.000"
"2010","3","2010-March","26","E",1,"8","29","27.586"
"2010","3","2010-March","26","E",2,"19","29","93.103"
"2010","3","2010-March","26","E",3,"1","29","96.552"
"2010","3","2010-March","26","E",4,"1","29","100.000"
"2010","3","2010-March","26","N",1,"15","62","24.194"
"2010","3","2010-March","26","N",2,"18","62","53.226"
"2010","3","2010-March","26","N",3,"5","62","61.290"
"2010","3","2010-March","26","N",4,"5","62","69.355"
"2010","3","2010-March","26","N",5,"11","62","87.097"
"2010","3","2010-March","26","N",6,"6","62","96.774"
"2010","3","2010-March","26","N",7,"1","62","98.387"
"2010","3","2010-March","26","N",8,"1","62","100.000"
"2010","3","2010-March","26","NE",1,"23","135","17.037"
"2010","3","2010-March","26","NE",2,"41","135","47.407"
"2010","3","2010-March","26","NE",3,"21","135","62.963"
"2010","3","2010-March","26","NE",4,"20","135","77.778"
"2010","3","2010-March","26","NE",5,"20","135","92.593"
"2010","3","2010-March","26","NE",6,"9","135","99.259"
"2010","3","2010-March","26","NE",7,"1","135","100.000"
"2010","3","2010-March","26","NW",1,"1","1","100.000"
"2010","3","2010-March","26","S",1,"3","4","75.000"
"2010","3","2010-March","26","S",2,"1","4","100.000"
"2010","3","2010-March","26","SE",1,"15","45","33.333"
"2010","3","2010-March","26","SE",2,"29","45","97.778"
"2010","3","2010-March","26","SE",3,"1","45","100.000"
"2010","3","2010-March","26","SW",1,"6","6","100.000"
"2010","3","2010-March","26","W",1,"1","1","100.000"
"2010","3","2010-March","27","E",1,"8","39","20.513"
"2010","3","2010-March","27","E",2,"19","39","69.231"
"2010","3","2010-March","27","E",3,"12","39","100.000"
"2010","3","2010-March","27","N",1,"3","27","11.111"
"2010","3","2010-March","27","N",2,"13","27","59.259"
"2010","3","2010-March","27","N",3,"9","27","92.593"
"2010","3","2010-March","27","N",4,"2","27","100.000"
"2010","3","2010-March","27","NE",1,"9","80","11.250"
"2010","3","2010-March","27","NE",2,"15","80","30.000"
"2010","3","2010-March","27","NE",3,"43","80","83.750"
"2010","3","2010-March","27","NE",4,"13","80","100.000"
"2010","3","2010-March","27","NW",1,"22","34","64.706"
"2010","3","2010-March","27","NW",2,"12","34","100.000"
"2010","3","2010-March","27","S",1,"15","30","50.000"
"2010","3","2010-March","27","S",2,"15","30","100.000"
"2010","3","2010-March","27","SE",1,"19","38","50.000"
"2010","3","2010-March","27","SE",2,"9","38","73.684"
"2010","3","2010-March","27","SE",3,"10","38","100.000"
"2010","3","2010-March","27","SW",1,"9","9","100.000"
"2010","3","2010-March","27","W",1,"17","25","68.000"
"2010","3","2010-March","27","W",2,"8","25","100.000"
"2010","3","2010-March","28","E",1,"22","42","52.381"
"2010","3","2010-March","28","E",2,"19","42","97.619"
"2010","3","2010-March","28","E",3,"1","42","100.000"
"2010","3","2010-March","28","N",1,"11","27","40.741"
"2010","3","2010-March","28","N",2,"9","27","74.074"
"2010","3","2010-March","28","N",3,"6","27","96.296"
"2010","3","2010-March","28","N",4,"1","27","100.000"
"2010","3","2010-March","28","NE",1,"7","69","10.145"
"2010","3","2010-March","28","NE",2,"11","69","26.087"
"2010","3","2010-March","28","NE",3,"26","69","63.768"
"2010","3","2010-March","28","NE",4,"19","69","91.304"
"2010","3","2010-March","28","NE",5,"5","69","98.551"
"2010","3","2010-March","28","NE",6,"1","69","100.000"
"2010","3","2010-March","28","NW",1,"23","34","67.647"
"2010","3","2010-March","28","NW",2,"9","34","94.118"
"2010","3","2010-March","28","NW",3,"2","34","100.000"
"2010","3","2010-March","28","S",1,"25","30","83.333"
"2010","3","2010-March","28","S",2,"5","30","100.000"
"2010","3","2010-March","28","SE",1,"13","21","61.905"
"2010","3","2010-March","28","SE",2,"7","21","95.238"
"2010","3","2010-March","28","SE",3,"1","21","100.000"
"2010","3","2010-March","28","SW",1,"11","26","42.308"
"2010","3","2010-March","28","SW",2,"14","26","96.154"
"2010","3","2010-March","28","SW",3,"1","26","100.000"
"2010","3","2010-March","28","W",1,"5","16","31.250"
"2010","3","2010-March","28","W",2,"9","16","87.500"
"2010","3","2010-March","28","W",3,"2","16","100.000"
"2010","3","2010-March","29","E",1,"10","35","28.571"
"2010","3","2010-March","29","E",2,"13","35","65.714"
"2010","3","2010-March","29","E",3,"12","35","100.000"
"2010","3","2010-March","29","N",1,"10","22","45.455"
"2010","3","2010-March","29","N",2,"6","22","72.727"
"2010","3","2010-March","29","N",3,"4","22","90.909"
"2010","3","2010-March","29","N",4,"1","22","95.455"
"2010","3","2010-March","29","N",5,"1","22","100.000"
"2010","3","2010-March","29","NE",1,"18","88","20.455"
"2010","3","2010-March","29","NE",2,"33","88","57.955"
"2010","3","2010-March","29","NE",3,"23","88","84.091"
"2010","3","2010-March","29","NE",4,"12","88","97.727"
"2010","3","2010-March","29","NE",5,"2","88","100.000"
"2010","3","2010-March","29","NW",1,"8","11","72.727"
"2010","3","2010-March","29","NW",2,"3","11","100.000"
"2010","3","2010-March","29","S",1,"20","32","62.500"
"2010","3","2010-March","29","S",2,"9","32","90.625"
"2010","3","2010-March","29","S",3,"3","32","100.000"
"2010","3","2010-March","29","SE",1,"10","42","23.810"
"2010","3","2010-March","29","SE",2,"23","42","78.571"
"2010","3","2010-March","29","SE",3,"8","42","97.619"
"2010","3","2010-March","29","SE",4,"1","42","100.000"
"2010","3","2010-March","29","SW",1,"32","35","91.429"
"2010","3","2010-March","29","SW",2,"3","35","100.000"
"2010","3","2010-March","29","W",1,"17","19","89.474"
"2010","3","2010-March","29","W",2,"2","19","100.000"
"2010","3","2010-March","30","E",1,"4","40","10.000"
"2010","3","2010-March","30","E",2,"3","40","17.500"
"2010","3","2010-March","30","E",3,"19","40","65.000"
"2010","3","2010-March","30","E",4,"11","40","92.500"
"2010","3","2010-March","30","E",5,"3","40","100.000"
"2010","3","2010-March","30","N",1,"19","41","46.341"
"2010","3","2010-March","30","N",2,"18","41","90.244"
"2010","3","2010-March","30","N",3,"2","41","95.122"
"2010","3","2010-March","30","N",5,"2","41","100.000"
"2010","3","2010-March","30","NE",1,"19","77","24.675"
"2010","3","2010-March","30","NE",2,"13","77","41.558"
"2010","3","2010-March","30","NE",3,"20","77","67.532"
"2010","3","2010-March","30","NE",4,"13","77","84.416"
"2010","3","2010-March","30","NE",5,"8","77","94.805"
"2010","3","2010-March","30","NE",6,"4","77","100.000"
"2010","3","2010-March","30","NW",1,"39","47","82.979"
"2010","3","2010-March","30","NW",2,"8","47","100.000"
"2010","3","2010-March","30","S",1,"6","13","46.154"
"2010","3","2010-March","30","S",2,"7","13","100.000"
"2010","3","2010-March","30","SE",1,"6","12","50.000"
"2010","3","2010-March","30","SE",2,"5","12","91.667"
"2010","3","2010-March","30","SE",4,"1","12","100.000"
"2010","3","2010-March","30","SW",1,"14","18","77.778"
"2010","3","2010-March","30","SW",2,"4","18","100.000"
"2010","3","2010-March","30","W",1,"30","34","88.235"
"2010","3","2010-March","30","W",2,"4","34","100.000"
"2010","3","2010-March","31","E",1,"10","73","13.699"
"2010","3","2010-March","31","E",2,"24","73","46.575"
"2010","3","2010-March","31","E",3,"23","73","78.082"
"2010","3","2010-March","31","E",4,"14","73","97.260"
"2010","3","2010-March","31","E",5,"2","73","100.000"
"2010","3","2010-March","31","N",1,"18","44","40.909"
"2010","3","2010-March","31","N",2,"23","44","93.182"
"2010","3","2010-March","31","N",3,"3","44","100.000"
"2010","3","2010-March","31","NE",1,"13","52","25.000"
"2010","3","2010-March","31","NE",2,"16","52","55.769"
"2010","3","2010-March","31","NE",3,"22","52","98.077"
"2010","3","2010-March","31","NE",4,"1","52","100.000"
"2010","3","2010-March","31","NW",1,"37","47","78.723"
"2010","3","2010-March","31","NW",2,"10","47","100.000"
"2010","3","2010-March","31","S",1,"2","2","100.000"
"2010","3","2010-March","31","SE",1,"3","25","12.000"
"2010","3","2010-March","31","SE",2,"10","25","52.000"
"2010","3","2010-March","31","SE",3,"12","25","100.000"
"2010","3","2010-March","31","SW",1,"12","12","100.000"
"2010","3","2010-March","31","W",1,"20","20","100.000"
"2010","4","2010-April","1","E",1,"8","18","44.444"
"2010","4","2010-April","1","E",2,"9","18","94.444"
"2010","4","2010-April","1","E",3,"1","18","100.000"
"2010","4","2010-April","1","N",1,"20","29","68.966"
"2010","4","2010-April","1","N",2,"8","29","96.552"
"2010","4","2010-April","1","N",3,"1","29","100.000"
"2010","4","2010-April","1","NE",1,"13","15","86.667"
"2010","4","2010-April","1","NE",2,"2","15","100.000"
"2010","4","2010-April","1","NW",1,"14","15","93.333"
"2010","4","2010-April","1","NW",2,"1","15","100.000"
"2010","4","2010-April","1","S",1,"4","43","9.302"
"2010","4","2010-April","1","S",2,"5","43","20.930"
"2010","4","2010-April","1","S",3,"11","43","46.512"
"2010","4","2010-April","1","S",4,"12","43","74.419"
"2010","4","2010-April","1","S",5,"9","43","95.349"
"2010","4","2010-April","1","S",6,"2","43","100.000"
"2010","4","2010-April","1","SE",1,"9","119","7.563"
"2010","4","2010-April","1","SE",2,"39","119","40.336"
"2010","4","2010-April","1","SE",3,"42","119","75.630"
"2010","4","2010-April","1","SE",4,"9","119","83.193"
"2010","4","2010-April","1","SE",5,"14","119","94.958"
"2010","4","2010-April","1","SE",6,"6","119","100.000"
"2010","4","2010-April","1","SW",1,"8","19","42.105"
"2010","4","2010-April","1","SW",2,"2","19","52.632"
"2010","4","2010-April","1","SW",3,"6","19","84.211"
"2010","4","2010-April","1","SW",4,"2","19","94.737"
"2010","4","2010-April","1","SW",5,"1","19","100.000"
"2010","4","2010-April","1","W",1,"17","17","100.000"
"2010","4","2010-April","2","E",1,"18","23","78.261"
"2010","4","2010-April","2","E",2,"5","23","100.000"
"2010","4","2010-April","2","N",1,"20","30","66.667"
"2010","4","2010-April","2","N",2,"10","30","100.000"
"2010","4","2010-April","2","NE",1,"31","34","91.176"
"2010","4","2010-April","2","NE",2,"3","34","100.000"
"2010","4","2010-April","2","NW",1,"13","25","52.000"
"2010","4","2010-April","2","NW",2,"12","25","100.000"
"2010","4","2010-April","2","S",1,"12","74","16.216"
"2010","4","2010-April","2","S",2,"12","74","32.432"
"2010","4","2010-April","2","S",3,"24","74","64.865"
"2010","4","2010-April","2","S",4,"21","74","93.243"
"2010","4","2010-April","2","S",5,"5","74","100.000"
"2010","4","2010-April","2","SE",1,"10","40","25.000"
"2010","4","2010-April","2","SE",2,"8","40","45.000"
"2010","4","2010-April","2","SE",3,"13","40","77.500"
"2010","4","2010-April","2","SE",4,"7","40","95.000"
"2010","4","2010-April","2","SE",5,"2","40","100.000"
"2010","4","2010-April","2","SW",1,"12","37","32.432"
"2010","4","2010-April","2","SW",2,"11","37","62.162"
"2010","4","2010-April","2","SW",3,"9","37","86.486"
"2010","4","2010-April","2","SW",4,"5","37","100.000"
"2010","4","2010-April","2","W",1,"5","16","31.250"
"2010","4","2010-April","2","W",2,"5","16","62.500"
"2010","4","2010-April","2","W",3,"6","16","100.000"
"2010","4","2010-April","3","E",1,"17","89","19.101"
"2010","4","2010-April","3","E",2,"20","89","41.573"
"2010","4","2010-April","3","E",3,"31","89","76.404"
"2010","4","2010-April","3","E",4,"20","89","98.876"
"2010","4","2010-April","3","E",5,"1","89","100.000"
"2010","4","2010-April","3","N",1,"14","26","53.846"
"2010","4","2010-April","3","N",2,"11","26","96.154"
"2010","4","2010-April","3","N",3,"1","26","100.000"
"2010","4","2010-April","3","NE",1,"24","71","33.803"
"2010","4","2010-April","3","NE",2,"19","71","60.563"
"2010","4","2010-April","3","NE",3,"22","71","91.549"
"2010","4","2010-April","3","NE",4,"4","71","97.183"
"2010","4","2010-April","3","NE",5,"2","71","100.000"
"2010","4","2010-April","3","NW",1,"14","22","63.636"
"2010","4","2010-April","3","NW",2,"8","22","100.000"
"2010","4","2010-April","3","S",1,"3","7","42.857"
"2010","4","2010-April","3","S",2,"3","7","85.714"
"2010","4","2010-April","3","S",3,"1","7","100.000"
"2010","4","2010-April","3","SE",1,"12","32","37.500"
"2010","4","2010-April","3","SE",2,"9","32","65.625"
"2010","4","2010-April","3","SE",3,"8","32","90.625"
"2010","4","2010-April","3","SE",4,"2","32","96.875"
"2010","4","2010-April","3","SE",5,"1","32","100.000"
"2010","4","2010-April","3","SW",1,"2","3","66.667"
