years,months,year_month,days,cardinal_direction,speed_bin,count_freq,count_total,perc_freq,cumulative_perc_freq
2010,6,2010-June,17,SE,2,5,24,20.833,25.0
2010,6,2010-June,24,NE,1,2,24,8.333,8.333
2010,6,2010-June,26,E,1,6,24,25.0,25.0
2010,6,2010-June,27,E,2,2,24,8.333,29.166
2010,7,2010-July,2,E,1,7,24,29.167,29.167
2010,7,2010-July,8,SW,2,1,24,4.167,8.334
2010,7,2010-July,10,SW,3,1,24,4.167,8.334
2010,7,2010-July,11,NE,1,2,23,8.696,8.696
2010,7,2010-July,23,N,1,1,18,5.556,5.556
2010,7,2010-July,24,E,2,3,18,16.667,16.667
2010,7,2010-July,25,S,2,1,21,4.762,4.762
2010,7,2010-July,29,SE,2,3,24,12.5,20.833
2010,8,2010-August,8,SW,4,5,17,29.412,41.177
2010,8,2010-August,15,NE,1,1,24,4.167,4.167
2010,8,2010-August,17,SW,1,2,24,8.333,8.333
2010,8,2010-August,19,W,1,1,18,5.556,5.556
2010,8,2010-August,26,SE,3,2,17,11.765,41.177
2010,8,2010-August,28,NW,2,1,24,4.167,4.167
2010,8,2010-August,30,W,4,1,24,4.167,4.167
2010,9,2010-September,9,NW,2,2,23,8.696,8.696
2010,9,2010-September,12,E,1,1,22,4.545,4.545
2010,9,2010-September,17,E,2,1,24,4.167,4.167
2010,10,2010-October,10,N,2,1,17,5.882,11.764
2010,10,2010-October,15,E,1,2,24,8.333,8.333
2010,10,2010-October,16,N,2,1,18,5.556,5.556
2010,10,2010-October,24,NE,1,4,24,16.667,16.667
2010,10,2010-October,26,E,1,3,16,18.75,18.75
2010,11,2010-November,11,E,1,4,8,50.0,50.0
2010,11,2010-November,18,NW,1,1,23,4.348,4.348
2010,11,2010-November,23,S,2,1,14,7.143,7.143
2010,11,2010-November,25,SW,1,1,23,4.348,4.348
2010,12,2010-December,1,E,3,1,24,4.167,37.5
2010,12,2010-December,3,SW,2,1,23,4.348,8.696
2010,12,2010-December,8,SW,1,2,24,8.333,8.333
2010,12,2010-December,21,W,3,1,23,4.348,13.044
2010,12,2010-December,22,E,1,1,20,5.0,5.0
2010,12,2010-December,24,S,1,2,24,8.333,8.333
2010,1,2010-January,26,E,1,1,17,5.882,5.882
2010,3,2010-March,25,SE,3,1,24,4.167,8.334
2010,3,2010-March,27,NE,2,2,24,8.333,8.333
2010,3,2010-March,28,S,1,1,24,4.167,4.167
2010,4,2010-April,7,E,2,5,24,20.833,25.0
2010,4,2010-April,9,S,3,1,24,4.167,20.834
2010,4,2010-April,10,SE,2,5,24,20.833,29.166
2010,4,2010-April,18,E,1,5,24,20.833,20.833
2010,4,2010-April,23,W,3,1,24,4.167,8.334
2010,4,2010-April,24,S,1,1,24,4.167,4.167
2010,4,2010-April,26,SE,2,3,24,12.5,20.833
2010,4,2010-April,26,SW,3,4,24,16.667,16.667
2010,4,2010-April,27,SW,2,1,24,4.167,20.834
2010,5,2010-May,1,SE,2,3,24,12.5,16.667
2010,5,2010-May,3,E,2,2,24,8.333,12.5
2010,5,2010-May,3,SW,2,1,24,4.167,8.334
2010,5,2010-May,5,SE,2,3,22,13.636,18.181
2010,5,2010-May,14,NE,1,3,24,12.5,12.5
2010,5,2010-May,14,SW,2,1,24,4.167,4.167
2010,5,2010-May,16,S,2,1,24,4.167,8.334
2010,5,2010-May,20,SE,4,1,24,4.167,33.334
2010,5,2010-May,24,S,1,1,24,4.167,4.167
2010,5,2010-May,26,SE,5,1,24,4.167,45.834
2010,5,2010-May,28,S,1,1,24,4.167,4.167
2010,6,2010-June,2,N,3,1,24,4.167,4.167
2010,6,2010-June,5,W,3,2,24,8.333,20.833
2010,6,2010-June,7,S,2,2,24,8.333,12.5
2010,6,2010-June,8,SW,2,2,24,8.333,8.333
2010,6,2010-June,9,SE,2,3,24,12.5,12.5
2010,6,2010-June,21,E,2,1,24,4.167,20.834
2010,6,2010-June,23,SW,2,1,24,4.167,4.167
2010,6,2010-June,30,SW,2,3,24,12.5,16.667
2010,7,2010-July,5,W,2,1,24,4.167,12.5
2010,7,2010-July,10,E,1,2,24,8.333,8.333
2010,7,2010-July,17,NW,4,1,24,4.167,4.167
2010,7,2010-July,26,N,3,1,18,5.556,16.667
2010,7,2010-July,28,W,2,4,24,16.667,16.667
2010,7,2010-July,29,S,1,4,24,16.667,16.667
2010,7,2010-July,29,W,2,3,24,12.5,16.667
2010,8,2010-August,3,W,3,1,24,4.167,16.667
2010,8,2010-August,12,E,3,1,16,6.25,18.75
2010,8,2010-August,24,SE,2,2,23,8.696,17.392
2010,8,2010-August,24,SW,1,2,23,8.696,8.696
2010,9,2010-September,6,W,1,1,18,5.556,5.556
2010,9,2010-September,11,S,2,2,24,8.333,16.666
2010,9,2010-September,26,NE,1,3,21,14.286,14.286
2010,10,2010-October,3,E,1,5,24,20.833,20.833
2010,10,2010-October,9,E,1,1,22,4.545,4.545
2010,10,2010-October,9,N,2,1,22,4.545,4.545
2010,10,2010-October,22,SW,2,1,7,14.286,28.572
2010,10,2010-October,24,S,1,1,24,4.167,4.167
2010,10,2010-October,29,NW,1,2,21,9.524,9.524
2010,10,2010-October,31,NE,1,1,22,4.545,4.545
2010,11,2010-November,3,NE,1,4,20,20.0,20.0
2010,11,2010-November,6,NW,1,1,24,4.167,4.167
2010,11,2010-November,7,SE,2,2,24,8.333,16.666
2010,11,2010-November,7,SW,1,1,24,4.167,4.167
2010,11,2010-November,8,SE,2,3,24,12.5,20.833
2010,12,2010-December,6,NE,1,1,24,4.167,4.167
2010,12,2010-December,9,E,1,2,24,8.333,8.333
2010,12,2010-December,12,NE,3,1,24,4.167,16.667
2010,12,2010-December,19,NW,1,3,17,17.647,17.647
2010,12,2010-December,23,E,1,3,24,12.5,12.5
2010,12,2010-December,31,NE,3,5,16,31.25,31.25
2010,1,2010-January,19,E,1,1,24,4.167,4.167
2010,1,2010-January,21,E,2,1,24,4.167,12.5
2010,3,2010-March,29,W,1,1,24,4.167,4.167
2010,4,2010-April,1,SE,4,2,24,8.333,45.833
2010,4,2010-April,16,S,1,2,24,8.333,8.333
2010,4,2010-April,27,S,2,2,24,8.333,16.666
2010,4,2010-April,29,N,4,1,24,4.167,12.5
2010,4,2010-April,30,SW,1,1,24,4.167,4.167
2010,5,2010-May,1,E,2,2,24,8.333,12.5
2010,5,2010-May,9,S,1,1,24,4.167,4.167
2010,5,2010-May,15,E,3,1,24,4.167,16.667
2010,5,2010-May,20,W,2,1,24,4.167,4.167
2010,5,2010-May,24,E,2,3,24,12.5,25.0
2010,5,2010-May,31,SE,2,1,24,4.167,4.167
2010,6,2010-June,1,SW,3,2,24,8.333,20.833
2010,6,2010-June,1,W,2,1,24,4.167,8.334
2010,6,2010-June,6,S,1,1,24,4.167,4.167
2010,6,2010-June,7,NW,2,1,24,4.167,4.167
2010,6,2010-June,7,SE,2,1,24,4.167,8.334
2010,6,2010-June,7,W,3,1,24,4.167,16.667
2010,6,2010-June,12,SW,2,3,24,12.5,16.667
2010,6,2010-June,15,SE,2,1,21,4.762,19.048
2010,6,2010-June,18,SE,1,3,24,12.5,12.5
2010,6,2010-June,20,SE,4,3,24,12.5,45.834
2010,6,2010-June,21,SE,5,1,24,4.167,37.5
2010,6,2010-June,25,SE,2,1,23,4.348,13.044
2010,6,2010-June,28,SW,2,1,24,4.167,8.334
2010,7,2010-July,6,W,3,3,24,12.5,25.0
2010,7,2010-July,7,W,2,1,24,4.167,4.167
2010,7,2010-July,28,S,2,1,24,4.167,8.334
2010,7,2010-July,29,E,1,1,24,4.167,4.167
2010,8,2010-August,6,NE,2,1,24,4.167,4.167
2010,8,2010-August,6,SW,2,3,24,12.5,12.5
2010,8,2010-August,20,SE,2,3,24,12.5,16.667
2010,9,2010-September,3,E,1,2,24,8.333,8.333
2010,9,2010-September,5,E,1,1,21,4.762,4.762
2010,9,2010-September,5,S,3,5,21,23.81,23.81
2010,9,2010-September,16,W,2,1,17,5.882,11.764
2010,9,2010-September,27,NE,1,4,22,18.182,18.182
2010,10,2010-October,13,SW,1,1,23,4.348,4.348
2010,10,2010-October,16,W,2,3,18,16.667,22.223
2010,10,2010-October,25,NE,1,4,21,19.048,19.048
2010,10,2010-October,25,NW,1,1,21,4.762,4.762
2010,10,2010-October,29,NE,1,1,21,4.762,4.762
2010,10,2010-October,29,W,1,1,21,4.762,4.762
2010,11,2010-November,2,S,1,1,19,5.263,5.263
2010,11,2010-November,16,NW,1,2,24,8.333,8.333
2010,11,2010-November,20,NE,1,4,22,18.182,18.182
2010,11,2010-November,22,E,1,3,21,14.286,14.286
2010,11,2010-November,24,W,2,3,17,17.647,17.647
2010,11,2010-November,26,NE,3,2,18,11.111,22.222
2010,11,2010-November,27,NW,1,4,24,16.667,16.667
2010,11,2010-November,29,SW,2,3,18,16.667,27.778
2010,12,2010-December,18,S,1,2,12,16.667,16.667
2010,12,2010-December,22,E,2,2,20,10.0,15.0
2010,1,2010-January,22,S,2,1,24,4.167,4.167
2010,3,2010-March,29,S,2,1,24,4.167,16.667
2010,3,2010-March,31,W,1,4,24,16.667,16.667
2010,4,2010-April,24,W,2,1,24,4.167,4.167
2010,4,2010-April,28,SW,1,1,24,4.167,4.167
2010,4,2010-April,30,N,2,1,24,4.167,4.167
2010,4,2010-April,30,SE,3,1,24,4.167,25.0
2010,5,2010-May,8,NE,1,2,24,8.333,8.333
2010,5,2010-May,12,E,1,4,24,16.667,16.667
2010,5,2010-May,13,E,2,5,24,20.833,25.0
2010,5,2010-May,16,S,3,2,24,8.333,16.667
2010,5,2010-May,28,E,2,3,24,12.5,16.667
2010,6,2010-June,10,SW,2,2,24,8.333,12.5
2010,6,2010-June,11,W,2,4,24,16.667,20.834
2010,6,2010-June,18,NW,3,1,24,4.167,4.167
2010,6,2010-June,19,SW,4,1,24,4.167,16.667
2010,6,2010-June,28,W,1,1,24,4.167,4.167
2010,7,2010-July,1,SW,2,4,24,16.667,25.0
2010,7,2010-July,2,SE,2,3,24,12.5,16.667
2010,7,2010-July,3,S,2,1,24,4.167,8.334
2010,7,2010-July,4,NW,2,3,24,12.5,12.5
2010,7,2010-July,5,SE,1,3,24,12.5,12.5
2010,7,2010-July,7,S,4,1,24,4.167,20.833
2010,7,2010-July,9,SW,2,1,24,4.167,8.334
2010,7,2010-July,10,S,1,1,24,4.167,4.167
2010,7,2010-July,15,SE,4,3,19,15.789,31.578
2010,7,2010-July,26,N,2,2,18,11.111,11.111
2010,7,2010-July,29,NE,2,1,24,4.167,8.334
2010,7,2010-July,29,SW,2,3,24,12.5,25.0
2010,8,2010-August,6,S,1,1,24,4.167,4.167
2010,8,2010-August,8,S,3,1,17,5.882,23.529
2010,8,2010-August,9,SW,2,1,16,6.25,12.5
2010,8,2010-August,13,SE,3,2,22,9.091,13.636
2010,8,2010-August,18,SE,2,4,24,16.667,29.167
2010,8,2010-August,29,SW,3,7,24,29.167,29.167
2010,9,2010-September,11,NE,1,2,24,8.333,8.333
2010,9,2010-September,12,NW,1,3,22,13.636,13.636
2010,9,2010-September,13,N,1,1,21,4.762,4.762
2010,9,2010-September,21,N,2,1,24,4.167,4.167
2010,9,2010-September,21,SW,1,1,24,4.167,4.167
2010,9,2010-September,29,NE,2,2,24,8.333,16.666
2010,9,2010-September,30,E,3,1,24,4.167,25.001
2010,9,2010-September,30,SE,2,2,24,8.333,16.666
2010,10,2010-October,7,N,1,1,24,4.167,4.167
2010,10,2010-October,8,NW,1,2,20,10.0,10.0
2010,10,2010-October,12,E,2,1,24,4.167,25.0
2010,10,2010-October,26,NW,3,1,16,6.25,12.5
2010,10,2010-October,31,E,1,1,22,4.545,4.545
2010,11,2010-November,2,NE,1,2,19,10.526,10.526
2010,11,2010-November,8,E,1,2,24,8.333,8.333
2010,11,2010-November,8,SW,2,1,24,4.167,8.334
2010,11,2010-November,14,NE,3,2,23,8.696,39.13
2010,11,2010-November,18,S,2,3,23,13.043,26.086
2010,11,2010-November,18,W,1,2,23,8.696,8.696
2010,11,2010-November,23,SE,2,2,14,14.286,14.286
2010,11,2010-November,28,E,2,1,24,4.167,4.167
2010,12,2010-December,4,NE,3,1,24,4.167,8.334
2010,12,2010-December,7,SE,2,2,24,8.333,8.333
2010,12,2010-December,8,NE,2,1,24,4.167,4.167
2010,12,2010-December,16,S,1,4,16,25.0,25.0
2010,12,2010-December,16,SE,2,2,16,12.5,18.75
2010,12,2010-December,17,S,1,1,13,7.692,7.692
2010,12,2010-December,25,S,1,5,19,26.316,26.316
2010,3,2010-March,25,NW,1,2,24,8.333,8.333
2010,3,2010-March,25,W,2,3,24,12.5,12.5
2010,3,2010-March,27,SW,1,1,24,4.167,4.167
2010,3,2010-March,30,NE,4,2,24,8.333,20.833
2010,4,2010-April,1,SE,2,4,24,16.667,25.0
2010,4,2010-April,3,NE,1,2,24,8.333,8.333
2010,4,2010-April,4,E,3,3,24,12.5,33.333
2010,4,2010-April,9,E,2,1,24,4.167,20.834
2010,4,2010-April,14,E,4,3,24,12.5,54.167
2010,4,2010-April,21,E,4,1,24,4.167,25.001
2010,4,2010-April,24,NW,2,1,24,4.167,4.167
2010,4,2010-April,29,S,2,1,24,4.167,4.167
2010,4,2010-April,29,SE,2,1,24,4.167,12.5
2010,4,2010-April,29,W,1,1,24,4.167,4.167
2010,5,2010-May,3,E,1,1,24,4.167,4.167
2010,5,2010-May,8,SW,3,2,24,8.333,8.333
2010,5,2010-May,9,S,3,1,24,4.167,29.167
2010,5,2010-May,13,SE,2,7,24,29.167,33.334
2010,5,2010-May,18,SE,3,1,24,4.167,29.167
2010,5,2010-May,21,SW,2,3,24,12.5,20.833
2010,5,2010-May,22,SW,2,2,24,8.333,8.333
2010,5,2010-May,28,E,1,1,24,4.167,4.167
2010,5,2010-May,30,E,1,5,24,20.833,20.833
2010,6,2010-June,2,E,1,5,24,20.833,20.833
2010,6,2010-June,7,NE,1,3,24,12.5,12.5
2010,6,2010-June,7,NW,3,1,24,4.167,8.334
2010,6,2010-June,24,NE,2,1,24,4.167,12.5
2010,6,2010-June,27,N,1,1,24,4.167,4.167
2010,6,2010-June,29,E,3,1,24,4.167,25.001
2010,6,2010-June,29,NE,1,1,24,4.167,4.167
2010,7,2010-July,3,S,1,1,24,4.167,4.167
2010,7,2010-July,15,SE,5,1,19,5.263,36.841
2010,7,2010-July,21,E,3,1,23,4.348,60.87
2010,7,2010-July,25,SE,1,1,21,4.762,4.762
2010,7,2010-July,26,SE,3,1,18,5.556,11.112
2010,8,2010-August,1,W,1,2,17,11.765,11.765
2010,8,2010-August,3,SW,2,4,24,16.667,16.667
2010,8,2010-August,12,E,2,1,16,6.25,12.5
2010,8,2010-August,19,NW,3,1,18,5.556,11.112
2010,8,2010-August,23,NE,2,5,24,20.833,29.166
2010,8,2010-August,25,N,3,2,10,20.0,20.0
2010,8,2010-August,31,W,3,3,23,13.043,17.391
2010,9,2010-September,4,E,1,2,18,11.111,11.111
2010,9,2010-September,7,E,1,5,24,20.833,20.833
2010,9,2010-September,9,SE,1,2,23,8.696,8.696
2010,9,2010-September,11,W,2,2,24,8.333,16.666
2010,9,2010-September,16,SW,2,2,17,11.765,17.647
2010,9,2010-September,18,SE,2,1,23,4.348,13.044
2010,9,2010-September,22,E,2,3,22,13.636,31.818
2010,9,2010-September,24,S,1,2,21,9.524,9.524
2010,9,2010-September,29,SW,1,1,24,4.167,4.167
2010,10,2010-October,3,NW,1,2,24,8.333,8.333
2010,10,2010-October,4,S,2,2,24,8.333,12.5
2010,10,2010-October,4,SE,2,1,24,4.167,20.834
2010,10,2010-October,9,SE,1,1,22,4.545,4.545
2010,10,2010-October,16,SE,1,4,18,22.222,22.222
2010,10,2010-October,19,S,2,1,13,7.692,7.692
2010,10,2010-October,31,SE,3,1,22,4.545,4.545
2010,11,2010-November,5,SW,2,2,24,8.333,16.666
2010,11,2010-November,7,S,2,3,24,12.5,12.5
2010,11,2010-November,13,W,1,2,17,11.765,11.765
2010,11,2010-November,24,SE,2,1,17,5.882,11.764
2010,11,2010-November,30,SE,3,2,24,8.333,16.666
2010,12,2010-December,1,N,2,1,24,4.167,4.167
2010,12,2010-December,5,W,1,1,24,4.167,4.167
2010,12,2010-December,16,SW,1,2,16,12.5,12.5
2010,12,2010-December,20,E,2,3,16,18.75,18.75
2010,12,2010-December,20,SW,1,2,16,12.5,12.5
2010,12,2010-December,27,E,1,3,24,12.5,12.5
2010,12,2010-December,29,SE,1,5,13,38.462,38.462
2010,1,2010-January,17,W,2,1,24,4.167,4.167
2010,1,2010-January,18,SE,4,1,24,4.167,20.834
2010,1,2010-January,26,NW,1,1,17,5.882,5.882
2010,1,2010-January,26,S,1,2,17,11.765,11.765
2010,3,2010-March,27,NW,2,1,24,4.167,12.5
2010,4,2010-April,3,E,4,1,24,4.167,25.0
2010,4,2010-April,6,SE,2,3,24,12.5,12.5
2010,4,2010-April,9,SW,1,1,24,4.167,4.167
2010,4,2010-April,13,E,1,2,24,8.333,8.333
2010,4,2010-April,13,E,2,1,24,4.167,12.5
2010,4,2010-April,21,E,2,1,24,4.167,20.834
2010,5,2010-May,4,SE,3,2,24,8.333,20.833
2010,5,2010-May,9,SE,2,1,24,4.167,20.834
2010,5,2010-May,18,SW,2,1,24,4.167,8.334
2010,5,2010-May,20,E,1,1,24,4.167,4.167
2010,5,2010-May,20,S,4,2,24,8.333,29.166
2010,5,2010-May,23,S,2,1,24,4.167,4.167
2010,6,2010-June,1,SW,2,3,24,12.5,12.5
2010,6,2010-June,3,NW,2,2,24,8.333,8.333
2010,6,2010-June,5,E,1,6,24,25.0,25.0
2010,6,2010-June,6,NE,1,1,24,4.167,4.167
2010,6,2010-June,12,NW,1,1,24,4.167,4.167
2010,6,2010-June,13,E,1,5,24,20.833,20.833
2010,6,2010-June,17,W,2,3,24,12.5,12.5
2010,6,2010-June,27,W,3,1,24,4.167,8.334
2010,7,2010-July,7,S,3,2,24,8.333,16.666
2010,7,2010-July,13,NE,1,1,18,5.556,5.556
2010,7,2010-July,14,SE,2,3,24,12.5,12.5
2010,7,2010-July,19,SE,4,2,18,11.111,44.445
2010,7,2010-July,23,NW,1,1,18,5.556,5.556
2010,8,2010-August,8,SE,1,2,17,11.765,11.765
2010,8,2010-August,10,E,1,3,24,12.5,12.5
2010,8,2010-August,12,N,1,1,16,6.25,6.25
2010,8,2010-August,22,S,1,1,24,4.167,4.167
2010,8,2010-August,26,N,1,1,17,5.882,5.882
2010,9,2010-September,12,E,3,1,22,4.545,9.09
2010,9,2010-September,14,E,2,2,11,18.182,27.273
2010,9,2010-September,17,E,3,1,24,4.167,8.334
2010,9,2010-September,17,NE,1,3,24,12.5,12.5
2010,9,2010-September,20,S,2,1,24,4.167,8.334
2010,9,2010-September,21,SE,1,1,24,4.167,4.167
2010,9,2010-September,30,S,1,3,24,12.5,12.5
2010,10,2010-October,7,NE,1,1,24,4.167,4.167
2010,10,2010-October,7,NE,2,5,24,20.833,25.0
2010,10,2010-October,9,S,3,1,22,4.545,4.545
2010,10,2010-October,17,SE,3,1,16,6.25,18.75
2010,10,2010-October,19,S,3,1,13,7.692,15.384
2010,10,2010-October,21,SW,1,1,22,4.545,4.545
2010,10,2010-October,21,SW,3,1,22,4.545,13.635
2010,10,2010-October,24,S,2,2,24,8.333,12.5
2010,10,2010-October,26,W,1,1,16,6.25,6.25
2010,10,2010-October,30,NE,3,3,24,12.5,20.833
2010,11,2010-November,3,W,3,1,20,5.0,15.0
2010,11,2010-November,7,W,1,1,24,4.167,4.167
2010,11,2010-November,11,NW,1,1,8,12.5,12.5
2010,11,2010-November,16,SW,1,4,24,16.667,16.667
2010,11,2010-November,21,NE,2,2,24,8.333,29.166
2010,11,2010-November,21,SE,1,3,24,12.5,12.5
2010,11,2010-November,27,S,1,2,24,8.333,8.333
2010,11,2010-November,29,NE,3,1,18,5.556,11.112
2010,12,2010-December,5,NE,2,1,24,4.167,16.667
2010,12,2010-December,12,NE,1,2,24,8.333,8.333
2010,12,2010-December,26,NE,2,1,24,4.167,16.667
2010,12,2010-December,28,NE,3,1,23,4.348,21.739
2010,12,2010-December,30,SW,1,1,7,14.286,14.286
2010,12,2010-December,31,S,1,1,16,6.25,6.25
2010,1,2010-January,20,E,1,2,24,8.333,8.333
2010,1,2010-January,22,NE,2,2,24,8.333,12.5
2010,1,2010-January,26,NE,3,1,17,5.882,5.882
2010,3,2010-March,26,NE,5,2,24,8.333,45.834
2010,3,2010-March,31,NE,2,1,24,4.167,4.167
2010,4,2010-April,9,E,1,4,24,16.667,16.667
2010,4,2010-April,10,SE,4,1,24,4.167,37.5
2010,4,2010-April,15,E,4,1,24,4.167,41.667
2010,4,2010-April,17,SW,1,1,24,4.167,4.167
2010,4,2010-April,20,W,1,1,24,4.167,4.167
2010,4,2010-April,24,SW,2,2,24,8.333,8.333
2010,4,2010-April,26,W,3,1,24,4.167,4.167
2010,4,2010-April,29,W,4,1,24,4.167,12.501
2010,4,2010-April,30,S,4,3,24,12.5,29.167
2010,5,2010-May,2,SW,3,2,24,8.333,25.0
2010,5,2010-May,10,NE,1,3,24,12.5,12.5
2010,5,2010-May,15,S,5,3,24,12.5,12.5
2010,5,2010-May,15,W,2,1,24,4.167,4.167
2010,5,2010-May,15,W,3,1,24,4.167,8.334
2010,5,2010-May,17,NE,2,1,24,4.167,4.167
2010,5,2010-May,27,NE,1,1,24,4.167,4.167
2010,5,2010-May,28,SE,4,1,24,4.167,41.667
2010,6,2010-June,10,SW,1,1,24,4.167,4.167
2010,6,2010-June,11,S,2,3,24,12.5,20.833
2010,6,2010-June,11,W,1,1,24,4.167,4.167
2010,6,2010-June,20,SW,2,1,24,4.167,16.667
2010,6,2010-June,25,NE,1,1,23,4.348,4.348
2010,6,2010-June,28,NE,1,2,24,8.333,8.333
2010,7,2010-July,1,E,2,2,24,8.333,20.833
2010,7,2010-July,1,NE,1,1,24,4.167,4.167
2010,7,2010-July,4,E,3,2,24,8.333,16.666
2010,7,2010-July,10,S,2,3,24,12.5,16.667
2010,7,2010-July,11,SW,2,4,23,17.391,17.391
2010,7,2010-July,14,SE,5,5,24,20.833,70.833
2010,7,2010-July,15,W,2,2,19,10.526,15.789
2010,8,2010-August,4,S,3,1,21,4.762,4.762
2010,8,2010-August,5,S,2,2,24,8.333,8.333
2010,8,2010-August,7,W,3,3,15,20.0,26.667
2010,8,2010-August,17,SE,2,3,24,12.5,25.0
2010,8,2010-August,20,W,1,1,24,4.167,4.167
2010,8,2010-August,24,S,5,1,23,4.348,13.044
2010,8,2010-August,29,W,3,1,24,4.167,4.167
2010,8,2010-August,31,S,3,1,23,4.348,13.044
2010,9,2010-September,3,NE,2,2,24,8.333,16.666
2010,9,2010-September,4,W,3,3,18,16.667,22.223
2010,9,2010-September,16,E,2,1,17,5.882,17.647
2010,9,2010-September,17,SE,3,1,24,4.167,4.167
2010,9,2010-September,28,E,3,1,24,4.167,33.334
2010,10,2010-October,5,S,1,3,24,12.5,12.5
2010,10,2010-October,26,E,2,1,16,6.25,25.0
2010,10,2010-October,29,N,2,1,21,4.762,9.524
2010,11,2010-November,2,NW,1,4,19,21.053,21.053
2010,11,2010-November,2,SE,1,2,19,10.526,10.526
2010,11,2010-November,3,S,1,1,20,5.0,5.0
2010,11,2010-November,5,S,1,2,24,8.333,8.333
2010,11,2010-November,8,NE,1,9,24,37.5,37.5
2010,11,2010-November,11,SW,1,1,8,12.5,12.5
2010,11,2010-November,16,SE,1,3,24,12.5,12.5
2010,12,2010-December,12,NW,1,3,24,12.5,12.5
2010,12,2010-December,12,SE,2,1,24,4.167,12.5
2010,12,2010-December,16,E,1,1,16,6.25,6.25
2010,12,2010-December,28,E,2,3,23,13.043,30.434
2010,1,2010-January,21,E,1,2,24,8.333,8.333
2010,1,2010-January,22,SW,1,3,24,12.5,12.5
2010,1,2010-January,23,S,1,1,24,4.167,4.167
2010,1,2010-January,24,E,3,3,24,12.5,54.167
2010,3,2010-March,25,E,1,2,24,8.333,8.333
2010,4,2010-April,1,S,1,2,24,8.333,8.333
2010,4,2010-April,5,SE,3,3,24,12.5,33.333
2010,4,2010-April,10,E,1,2,24,8.333,8.333
2010,4,2010-April,15,SE,3,1,24,4.167,20.834
2010,4,2010-April,23,S,3,4,24,16.667,41.667
2010,4,2010-April,27,E,2,1,24,4.167,4.167
2010,5,2010-May,2,E,1,6,24,25.0,25.0
2010,5,2010-May,15,E,2,1,24,4.167,12.5
2010,5,2010-May,21,SE,4,1,24,4.167,12.5
2010,5,2010-May,28,SE,1,1,24,4.167,4.167
2010,5,2010-May,29,W,3,3,24,12.5,16.667
2010,6,2010-June,3,SW,2,3,24,12.5,12.5
2010,6,2010-June,13,S,1,1,24,4.167,4.167
2010,6,2010-June,15,SE,3,2,21,9.524,28.572
2010,6,2010-June,24,NE,3,1,24,4.167,16.667
2010,6,2010-June,26,E,2,1,24,4.167,29.167
2010,6,2010-June,28,SW,3,1,24,4.167,12.501
2010,7,2010-July,8,E,2,2,24,8.333,12.5
2010,7,2010-July,12,E,2,1,13,7.692,7.692
2010,7,2010-July,13,NW,3,4,18,22.222,33.334
2010,7,2010-July,14,NE,7,1,24,4.167,4.167
2010,7,2010-July,17,SE,2,2,24,8.333,8.333
2010,7,2010-July,19,SE,2,3,18,16.667,16.667
2010,7,2010-July,19,SW,1,1,18,5.556,5.556
2010,7,2010-July,25,E,2,3,21,14.286,33.334
2010,7,2010-July,27,W,1,2,23,8.696,8.696
2010,8,2010-August,2,S,1,2,24,8.333,8.333
2010,8,2010-August,3,S,3,1,24,4.167,12.5
2010,8,2010-August,4,SE,1,1,21,4.762,4.762
2010,8,2010-August,9,W,1,1,16,6.25,6.25
2010,8,2010-August,16,NW,2,2,20,10.0,15.0
2010,8,2010-August,16,NW,3,1,20,5.0,20.0
2010,8,2010-August,25,S,3,1,10,10.0,10.0
2010,8,2010-August,31,E,1,2,23,8.696,8.696
2010,9,2010-September,5,E,2,3,21,14.286,19.048
2010,9,2010-September,7,NE,1,3,24,12.5,12.5
2010,9,2010-September,9,E,2,4,23,17.391,26.087
2010,9,2010-September,9,SW,2,1,23,4.348,8.696
2010,9,2010-September,10,S,1,1,24,4.167,4.167
2010,9,2010-September,11,E,1,1,24,4.167,4.167
2010,9,2010-September,12,SE,4,1,22,4.545,27.272
2010,9,2010-September,24,NE,1,3,21,14.286,14.286
2010,9,2010-September,26,S,1,1,21,4.762,4.762
2010,9,2010-September,26,SW,2,1,21,4.762,4.762
2010,9,2010-September,29,S,2,1,24,4.167,4.167
2010,9,2010-September,30,NW,1,4,24,16.667,16.667
2010,10,2010-October,5,E,2,4,24,16.667,29.167
2010,10,2010-October,10,SW,2,1,17,5.882,5.882
2010,10,2010-October,11,E,2,2,21,9.524,19.048
2010,10,2010-October,28,SE,2,1,8,12.5,50.0
2010,10,2010-October,28,SW,1,2,8,25.0,25.0
2010,10,2010-October,29,NE,2,1,21,4.762,9.524
2010,11,2010-November,7,NE,1,8,24,33.333,33.333
2010,11,2010-November,7,SW,2,1,24,4.167,8.334
2010,11,2010-November,9,SE,1,2,18,11.111,11.111
2010,11,2010-November,16,NE,2,1,24,4.167,8.334
2010,11,2010-November,19,E,2,2,22,9.091,18.182
2010,11,2010-November,20,E,1,3,22,13.636,13.636
2010,11,2010-November,24,S,2,1,17,5.882,5.882
2010,11,2010-November,26,W,1,4,18,22.222,22.222
2010,11,2010-November,29,S,2,1,18,5.556,16.667
2010,12,2010-December,2,W,1,3,24,12.5,12.5
2010,12,2010-December,3,E,2,3,23,13.043,21.739
2010,12,2010-December,6,E,2,5,24,20.833,25.0
2010,12,2010-December,24,NW,1,1,24,4.167,4.167
2010,1,2010-January,19,SE,3,2,24,8.333,24.999
2010,1,2010-January,20,SW,1,1,24,4.167,4.167
